isogroup1000	sp|Q9P974|IF4E_CANGA
isogroup42885	sp|Q5UPG5|YL093_MIMIV
isogroup42886	sp|Q56ZN6|AVP2_ARATH
isogroup42889	sp|Q9JKA9|HCN2_RAT
isogroup428920	sp|Q40297|FCPA_MACPY
isogroup42894	sp|Q1RK13|Y220_RICBR
isogroup42899	sp|Q8VCC9|SPON1_MOUSE
isogroup42906	sp|A2VE52|ORN_BOVIN
isogroup42907	sp|P14533|CABO_DORPE
isogroup42908	sp|Q90980|CNG3_CHICK
isogroup42909	sp|O75417|DPOLQ_HUMAN
isogroup42910	sp|Q6P798|RCBT2_RAT
isogroup42912	sp|Q8C1B2|PARPT_MOUSE
isogroup42916	sp|P56344|CYSA_CHLVU
isogroup42917	sp|A0A1C3NSL9|AJM1_CAEEL
isogroup42918	sp|Q9VT65|CANB_DROME
isogroup42923	sp|Q9M3G7|ATM_ARATH
isogroup42925	sp|Q99385|VCX1_YEAST
isogroup42928	sp|Q9C7F8|AB13B_ARATH
isogroup42932	sp|Q8R3F5|FABD_MOUSE
isogroup42933	sp|P21342|PFPA_SOLTU
isogroup42934	sp|Q7D745|Y2525_MYCTO
isogroup42936	sp|Q61151|2A5E_MOUSE
isogroup42938	sp|Q32TF8|EFHC2_DANRE
isogroup42939	sp|Q9NHW7|AQP_AEDAE
isogroup42940	sp|P32399|YHGE_BACSU
isogroup42941	sp|Q8WN96|ITPR2_BOVIN
isogroup42942	sp|Q2KJJ0|PRP6_BOVIN
isogroup42949	sp|Q9SMH3|DYH1A_CHLRE
isogroup42951	sp|Q9SFB7|QRT2_ARATH
isogroup42953	sp|Q0DB53|RH52A_ORYSJ
isogroup42954	sp|Q8RX66|NEK3_ARATH
isogroup42955	sp|Q64343|ABCG1_MOUSE
isogroup42956	sp|Q9P0L9|PK2L1_HUMAN
isogroup42959	sp|P59240|NPHP4_MOUSE
isogroup42960	sp|Q3TZ87|MARH9_MOUSE
isogroup42961	sp|Q7RTR2|NLRC3_HUMAN
isogroup42962	sp|H0YM25|GG6LV_HUMAN
isogroup42963	sp|O01761|UNC89_CAEEL
isogroup42967	sp|B9FKW9|CDPKE_ORYSJ
isogroup42972	sp|Q0DB53|RH52A_ORYSJ
isogroup42974	sp|Q23FE2|TTL3C_TETTS
isogroup42975	sp|P23785|GRN_RAT
isogroup42977	sp|Q1RK13|Y220_RICBR
isogroup42978	sp|Q9SHL7|RP44A_ARATH
isogroup42979	sp|C0LGQ5|GSO1_ARATH
isogroup42980	sp|Q6C2R8|RAD5_YARLI
isogroup42981	sp|P16884|NFH_RAT
isogroup42983	sp|P39524|ATC3_YEAST
isogroup42987	sp|Q8VHK9|DHX36_MOUSE
isogroup42988	sp|Q5VQL1|RH14_ORYSJ
isogroup42989	sp|P14779|CPXB_BACMB
isogroup42991	sp|A0T0C6|CY550_PHATC
isogroup42994	sp|P0DJD9|PEPA5_HUMAN
isogroup42995	sp|P18294|KCRF_STRPU
isogroup42997	sp|Q06816|HYEP_STIAD
isogroup42998	sp|P51818|HS903_ARATH
isogroup43001	sp|P22696|ESS1_YEAST
isogroup43002	sp|P14002|BGLB_CLOTH
isogroup43003	sp|Q62940|NEDD4_RAT
isogroup43004	sp|P30638|SVOP_CAEEL
isogroup43005	sp|Q80T79|CSMD3_MOUSE
isogroup43006	sp|Q9ULJ7|ANR50_HUMAN
isogroup43008	sp|F4JTP5|STY46_ARATH
isogroup43009	sp|P51903|PGK_CHICK
isogroup43010	sp|Q4VRV8|IMDH_TOXGO
isogroup43011	sp|P42740|UBIQP_AGLNE
isogroup43012	sp|P94593|YWQA_BACSU
isogroup43015	sp|Q9H2K2|TNKS2_HUMAN
isogroup43019	sp|Q99323|MYSN_DROME
isogroup43020	sp|A2XQE8|SAG39_ORYSI
isogroup43021	sp|Q0VF49|K2012_HUMAN
isogroup43022	sp|Q9FVQ5|CSCL1_ARATH
isogroup43025	sp|P19468|GSH1_RAT
isogroup43026	sp|Q5GLZ8|HERC4_HUMAN
isogroup430273	sp|G4SLH0|TTN1_CAEEL
isogroup43028	sp|Q55EQ3|Y9086_DICDI
isogroup43033	sp|Q6P3R8|NEK5_HUMAN
isogroup43034	sp|Q8AB53|Y258_BACTN
isogroup43036	sp|Q291H5|CDKAL_DROPS
isogroup43041	sp|Q804S5|MIB1_DANRE
isogroup43042	sp|Q38998|AKT1_ARATH
isogroup43044	sp|P34329|PDIA4_CAEEL
isogroup43046	sp|Q03043|KGP24_DROME
isogroup43048	sp|Q8TGE1|AWA1_YEASK
isogroup43053	sp|Q6K9G1|AMT12_ORYSJ
isogroup43054	sp|Q06967|14336_ORYSJ
isogroup43055	sp|Q9BZC7|ABCA2_HUMAN
isogroup43057	sp|O95714|HERC2_HUMAN
isogroup43059	sp|Q9VYS3|RENT1_DROME
isogroup43060	sp|P16884|NFH_RAT
isogroup43061	sp|O70511|ANK3_RAT
isogroup43062	sp|Q5R9F5|S38A7_PONAB
isogroup43064	sp|Q2QAV0|TIO_ARATH
isogroup43068	sp|Q9UNX4|WDR3_HUMAN
isogroup4307	sp|Q54CS2|CUL4_DICDI
isogroup43071	sp|Q5XHI9|HUNKA_XENLA
isogroup43084	sp|Q9P2N4|ATS9_HUMAN
isogroup43089	sp|A2A259|PK2L1_MOUSE
isogroup43091	sp|Q99323|MYSN_DROME
isogroup43093	sp|Q17RH7|TPRXL_HUMAN
isogroup43094	sp|Q2KIY5|PLBL2_BOVIN
isogroup43095	sp|Q8VZ10|SOQ1_ARATH
isogroup43096	sp|Q5ZKQ3|RPAP3_CHICK
isogroup43097	sp|P29957|AMY_PSEHA
isogroup43101	sp|P15479|ACEA_RICCO
isogroup43103	sp|P94575|ALLP_BACSU
isogroup43104	sp|O96064|MYSP_MYTGA
isogroup43105	sp|B8Y6I0|PPR10_MAIZE
isogroup43106	sp|Q7TPQ3|SHPRH_MOUSE
isogroup43107	sp|Q03685|BIP5_TOBAC
isogroup43110	sp|O15438|MRP3_HUMAN
isogroup43113	sp|Q40983|SPP_PEA
isogroup43116	sp|P35579|MYH9_HUMAN
isogroup43118	sp|P13539|MYH6_MESAU
isogroup43120	sp|Q2M389|WASC4_HUMAN
isogroup43121	sp|C3VPR6|NLRC5_MOUSE
isogroup43123	sp|Q5ENN5|RBL2_HETTR
isogroup43124	sp|Q08972|NEW1_YEAST
isogroup43125	sp|Q9VJE5|CL190_DROME
isogroup43126	sp|Q9H252|KCNH6_HUMAN
isogroup43129	sp|Q81BF4|C102_BACCR
isogroup43133	sp|Q4UMH6|Y381_RICFE
isogroup43138	sp|Q9SRK7|AZG1_ARATH
isogroup43139	sp|Q8VY84|KCY1_ARATH
isogroup43144	sp|Q59603|MTB1_NEIGO
isogroup43147	sp|Q8GWT4|ANM15_ARATH
isogroup43148	sp|Q6IVV8|PKD2_DANRE
isogroup43151	sp|P14318|MP20_DROME
isogroup43152	sp|B7ZUF3|SETD3_XENTR
isogroup43153	sp|O89042|DPOLA_RAT
isogroup43156	sp|P96202|PPSC_MYCTU
isogroup43165	sp|Q9DBB9|CPN2_MOUSE
isogroup43167	sp|Q55EQ3|Y9086_DICDI
isogroup43168	sp|Q40300|FCPF_MACPY
isogroup43169	sp|Q54BW6|TTC27_DICDI
isogroup43170	sp|Q8BH18|TM117_MOUSE
isogroup431714	sp|Q08DV6|ASB3_BOVIN
isogroup43172	sp|Q5B2E8|CBHC_EMENI
isogroup43176	sp|P62343|CDPK1_PLAFK
isogroup43179	sp|Q38931|FKB62_ARATH
isogroup431805	sp|Q86YA3|ZGRF1_HUMAN
isogroup43182	sp|Q9R1D7|GBF1_CRIGR
isogroup43184	sp|Q8C8R3|ANK2_MOUSE
isogroup43185	sp|Q8ZBK0|CUEO_YERPE
isogroup43186	sp|Q84KJ5|CRYD_ARATH
isogroup43189	sp|O82390|ANTR1_ARATH
isogroup432	sp|Q7ZV96|RL10_DANRE
isogroup43200	sp|Q8CFK2|TF3B_MOUSE
isogroup43201	sp|Q7ZVR8|ESRP2_DANRE
isogroup43203	sp|P08201|NIRB_ECOLI
isogroup43204	sp|Q40297|FCPA_MACPY
isogroup43205	sp|O93610|DPOD2_XENLA
isogroup43207	sp|O94258|XPOT_SCHPO
isogroup43209	sp|Q8TD57|DYH3_HUMAN
isogroup43210	sp|P31851|TABA_PSEAJ
isogroup43219	sp|A1A5Q0|LMOD2_RAT
isogroup43222	sp|P11029|ACAC_CHICK
isogroup43225	sp|Q9ASW1|B3GTG_ARATH
isogroup43228	sp|Q179T2|MUT7_AEDAE
isogroup43229	sp|Q9VYS3|RENT1_DROME
isogroup4323	sp|Q9FFZ1|PPH_ARATH
isogroup43231	sp|Q19VA0|RPOC2_CHLAT
isogroup43237	sp|O43196|MSH5_HUMAN
isogroup43238	sp|P35748|MYH11_RABIT
isogroup43242	sp|O16715|GCY21_CAEEL
isogroup43243	sp|Q92805|GOGA1_HUMAN
isogroup43245	sp|Q9VXE5|PAKM_DROME
isogroup43246	sp|Q6BUT3|NST1_DEBHA
isogroup43248	sp|Q96AY4|TTC28_HUMAN
isogroup43252	sp|O23184|CML19_ARATH
isogroup43261	sp|Q8NDM7|CFA43_HUMAN
isogroup43262	sp|Q05086|UBE3A_HUMAN
isogroup43263	sp|Q9HYT3|Y3311_PSEAE
isogroup43264	sp|Q9ZQ47|GRDP1_ARATH
isogroup43268	sp|Q8IV77|CNGA4_HUMAN
isogroup43272	sp|Q62563|SRY_MUSSP
isogroup432740	sp|A0A0H2URK1|PSRP_STRPN
isogroup43275	sp|A2Q8F7|PLPL_ASPNC
isogroup43280	sp|P43860|LEU3_HAEIN
isogroup43281	sp|Q05117|PPA5_MOUSE
isogroup43283	sp|Q9M8Y0|SEC_ARATH
isogroup43289	sp|Q7WQA0|53DR_BORBR
isogroup43294	sp|Q5XEZ5|CSC1_ARATH
isogroup43296	sp|B0DOB5|DAA1A_XENLA
isogroup43297	sp|Q9LJL3|PREP1_ARATH
isogroup43298	sp|Q63164|DYH1_RAT
isogroup43302	sp|P50430|ARSB_RAT
isogroup43305	sp|Q6GDE9|SRAP_STAAR
isogroup43307	sp|Q9SUT8|RBOHI_ARATH
isogroup43309	sp|P70389|ALS_MOUSE
isogroup43310	sp|P16884|NFH_RAT
isogroup43312	sp|Q03133|ERYA3_SACER
isogroup43315	sp|O75179|ANR17_HUMAN
isogroup43316	sp|P27163|CALM2_PETHY
isogroup43317	sp|O60055|UTP20_SCHPO
isogroup433181	sp|Q8QZV1|PDE9A_RAT
isogroup43320	sp|P45963|ACR7_CAEEL
isogroup43325	sp|O34431|ATCL_BACSU
isogroup43330	sp|Q5E6F9|PANP_ALIF1
isogroup433312	sp|P31695|NOTC4_MOUSE
isogroup43334	sp|P41352|TBB_TETTH
isogroup43336	sp|O81211|RBOHE_ARATH
isogroup43338	sp|F1CYZ5|CARA_ACEWO
isogroup43339	sp|P14735|IDE_HUMAN
isogroup4334	sp|Q9S7Q2|PP124_ARATH
isogroup43342	sp|Q02334|UGTP1_CAEEL
isogroup43345	sp|Q02280|KCNAE_DROME
isogroup43348	sp|Q73E41|BACA1_BACC1
isogroup43351	sp|O44001|HSP90_EIMTE
isogroup43352	sp|Q0KL00|PIEZ1_RAT
isogroup43353	sp|Q6EEF3|TTLL5_CHLAE
isogroup43354	sp|Q08E40|S39AC_BOVIN
isogroup43358	sp|P14002|BGLB_CLOTH
isogroup43360	sp|P00516|KGP1_BOVIN
isogroup43361	sp|P09437|CYB2_WICAO
isogroup43365	sp|Q8W490|PEPK2_ARATH
isogroup43367	sp|Q9VYS3|RENT1_DROME
isogroup43368	sp|Q9SFB8|PI5K6_ARATH
isogroup43369	sp|Q05609|CTR1_ARATH
isogroup43370	sp|P22793|TRHY_SHEEP
isogroup43371	sp|Q9M0G7|MIK1_ARATH
isogroup43375	sp|O49954|GCSP_SOLTU
isogroup43376	sp|Q2WGJ9|FR1L6_HUMAN
isogroup43381	sp|Q84DC4|MANHY_PSEPU
isogroup43382	sp|Q9PJY2|PMPB_CHLMU
isogroup43383	sp|Q5VUE5|CA053_HUMAN
isogroup43386	sp|P35749|MYH11_HUMAN
isogroup43388	sp|Q5FYB0|ARSJ_HUMAN
isogroup43392	sp|Q6ZPF4|FMNL3_MOUSE
isogroup43394	sp|Q8YQC1|ASPA_NOSS1
isogroup43396	sp|Q9BE39|MYH7_BOVIN
isogroup43397	sp|P31442|EMRD_ECOLI
isogroup43399	sp|P35446|SPON1_RAT
isogroup43401	sp|F4JZY1|CIP1_ARATH
isogroup43403	sp|Q10233|RPC2_SCHPO
isogroup43408	sp|P74312|ARREH_SYNY3
isogroup43411	sp|H0YM25|GG6LV_HUMAN
isogroup43412	sp|Q9SAR5|AKR2A_ARATH
isogroup434147	sp|P08548|LIN1_NYCCO
isogroup43415	sp|P54683|TAGB_DICDI
isogroup43419	sp|P02730|B3AT_HUMAN
isogroup43420	sp|P73709|Y1819_SYNY3
isogroup43424	sp|Q3UGF1|WDR19_MOUSE
isogroup43425	sp|A4QTQ9|UTP10_MAGO7
isogroup43426	sp|Q9XQV2|PSAB_HETTR
isogroup43427	sp|Q7X923|SPT16_ORYSJ
isogroup43434	sp|Q8CG65|SSPO_MOUSE
isogroup43436	sp|Q06852|SLAP1_CLOTH
isogroup43439	sp|P79955|CTK2_XENLA
isogroup43440	sp|P26182|ACT_ACHBI
isogroup43441	sp|O61363|HCYG_ENTDO
isogroup43444	sp|P14735|IDE_HUMAN
isogroup43447	sp|P00565|KCRM_CHICK
isogroup43451	sp|Q40300|FCPF_MACPY
isogroup43452	sp|Q5SXJ3|FANCJ_MOUSE
isogroup43453	sp|P42519|STAR_DROME
isogroup43454	sp|P46436|GST1_ASCSU
isogroup43455	sp|A0A0H2URK1|PSRP_STRPN
isogroup43457	sp|Q13231|CHIT1_HUMAN
isogroup43458	sp|Q5XW77|CNBA_COMTE
isogroup43465	sp|P9WQE3|PPSD_MYCTU
isogroup43468	sp|Q9CR35|CTRB1_MOUSE
isogroup43471	sp|P35084|RPB1_DICDI
isogroup43477	sp|O15865|CDPK2_PLAFK
isogroup43479	sp|A2AFS3|K1324_MOUSE
isogroup43485	sp|P35007|SAHH_CATRO
isogroup43486	sp|Q7XWP1|CPSF1_ORYSJ
isogroup43487	sp|Q8T191|UGGG_DICDI
isogroup43492	sp|O13798|CID16_SCHPO
isogroup43493	sp|Q7RTR2|NLRC3_HUMAN
isogroup43494	sp|Q9V4N3|CYB5_DROME
isogroup43495	sp|Q96MR6|CFA57_HUMAN
isogroup43503	sp|Q5FWN8|DNJ6A_XENLA
isogroup43505	sp|Q8CFW7|C2D2A_MOUSE
isogroup43510	sp|Q6K641|IF4G2_ORYSJ
isogroup43511	sp|Q9SBJ1|PDK_ARATH
isogroup43513	sp|Q7RTR2|NLRC3_HUMAN
isogroup43515	sp|P56272|PEP2B_GADMO
isogroup43516	sp|O76329|ACTNB_DICDI
isogroup43517	sp|Q9SH26|PP102_ARATH
isogroup43521	sp|Q95SX7|RTBS_DROME
isogroup43524	sp|Q07283|TRHY_HUMAN
isogroup43528	sp|Q2QLG9|CTTB2_OTOGA
isogroup43530	sp|P47179|DAN4_YEAST
isogroup43533	sp|Q8LPK0|AB8A_ARATH
isogroup43534	sp|Q9ASX5|Y5520_ARATH
isogroup43536	sp|Q4V8X4|ACBD6_DANRE
isogroup43537	sp|Q57656|PUR5_METJA
isogroup43541	sp|P49008|HEXA_PORGI
isogroup43542	sp|Q42093|AB2C_ARATH
isogroup43546	sp|Q5H8A5|POLLU_LOTJA
isogroup43548	sp|Q7ZYC4|ACBG2_XENLA
isogroup43549	sp|Q5T0N1|CFA70_HUMAN
isogroup43551	sp|Q8EQP0|CYSI_OCEIH
isogroup43552	sp|Q0WW26|COPG_ARATH
isogroup43555	sp|Q9M041|BH140_ARATH
isogroup43556	sp|Q8X5X6|YDIF_ECO57
isogroup43557	sp|A2AQP0|MYH7B_MOUSE
isogroup43559	sp|Q54G05|LRRX1_DICDI
isogroup43561	sp|Q9JLG8|CAN15_MOUSE
isogroup43564	sp|Q9VBP3|TNKS_DROME
isogroup43565	sp|Q4LDE5|SVEP1_HUMAN
isogroup43567	sp|P31254|UBA1Y_MOUSE
isogroup43569	sp|Q0CMT2|CBHB_ASPTN
isogroup43570	sp|P54961|HMCS1_BLAGE
isogroup43576	sp|P10873|TBA_TOXGO
isogroup43577	sp|P16884|NFH_RAT
isogroup43578	sp|A0LTX3|Y1111_ACIC1
isogroup43581	sp|O88419|B4GT6_RAT
isogroup43584	sp|A8J1V4|CFA44_CHLRE
isogroup43585	sp|Q5JKF2|RH40_ORYSJ
isogroup43588	sp|Q06852|SLAP1_CLOTH
isogroup43589	sp|P41516|TOP2A_RAT
isogroup43590	sp|Q9MA44|SIPL5_ARATH
isogroup43591	sp|B1XHY7|ATPG_SYNP2
isogroup435930	sp|Q38998|AKT1_ARATH
isogroup43595	sp|Q9W770|SPON1_CHICK
isogroup43599	sp|O49289|RH29_ARATH
isogroup43600	sp|Q6YPG5|NOS_ORYSJ
isogroup43601	sp|P90519|EF1A_CRYPV
isogroup43602	sp|B3E099|KATG_METI4
isogroup43603	sp|Q5U2S6|ASB2_RAT
isogroup43606	sp|Q9LNB6|HSOP1_ARATH
isogroup43607	sp|P46873|OSM3_CAEEL
isogroup43608	sp|Q84XU2|PPP5_ARATH
isogroup43611	sp|Q06852|SLAP1_CLOTH
isogroup43617	sp|P96709|YDGK_BACSU
isogroup43619	sp|P07742|RIR1_MOUSE
isogroup43621	sp|Q6URW6|MYH14_MOUSE
isogroup43622	sp|Q86AD7|MYLKB_DICDI
isogroup43624	sp|P41413|PCSK5_RAT
isogroup43626	sp|P56634|AMY_TENMO
isogroup43627	sp|Q06852|SLAP1_CLOTH
isogroup43631	sp|Q9TXQ1|TNKS1_CAEEL
isogroup43632	sp|A1RWU6|RFCL_THEPD
isogroup43638	sp|Q9JI55|PLEC_CRIGR
isogroup43639	sp|P18294|KCRF_STRPU
isogroup43646	sp|P9WPJ9|MTCA2_MYCTU
isogroup43649	sp|Q01484|ANK2_HUMAN
isogroup43650	sp|Q86PM2|KMO_AEDAE
isogroup43651	sp|Q8VE37|RCC1_MOUSE
isogroup43652	sp|P06795|MDR1B_MOUSE
isogroup43653	sp|O48921|C97B2_SOYBN
isogroup43654	sp|P22513|G3PG_TRYCR
isogroup43655	sp|P51874|PCP_SYMSP
isogroup43658	sp|Q73E41|BACA1_BACC1
isogroup43660	sp|Q8R9D0|MUTS2_CALS4
isogroup43661	sp|P11144|HSP70_PLAFA
isogroup43663	sp|O95180|CAC1H_HUMAN
isogroup43665	sp|P54774|CDC48_SOYBN
isogroup43669	sp|Q9Y226|S22AD_HUMAN
isogroup43671	sp|Q6AWW5|Y5262_ARATH
isogroup43672	sp|Q03685|BIP5_TOBAC
isogroup43674	sp|F4IN58|PIEZO_ARATH
isogroup43675	sp|Q1ZXK2|FORG_DICDI
isogroup43677	sp|A6QQU6|TM144_BOVIN
isogroup43678	sp|Q9FVN0|AMT13_SOLLC
isogroup43681	sp|Q06852|SLAP1_CLOTH
isogroup43682	sp|P05659|MYSN_ACACA
isogroup43686	sp|P94593|YWQA_BACSU
isogroup43689	sp|Q84M24|AB1A_ARATH
isogroup43691	sp|P85194|PSBO_HELAN
isogroup43692	sp|P98167|SSPO_BOVIN
isogroup43693	sp|Q7RTR2|NLRC3_HUMAN
isogroup43694	sp|A0A0H2URK1|PSRP_STRPN
isogroup43697	sp|Q9C270|PWP2_NEUCR
isogroup43698	sp|Q80W93|HYDIN_MOUSE
isogroup43699	sp|Q3BAI2|YCX91_PHAAO
isogroup43703	sp|Q5ATG5|APDG_EMENI
isogroup43704	sp|A3KN83|SBNO1_HUMAN
isogroup43705	sp|Q8MTI2|BSL1_TRIVA
isogroup43706	sp|A2AVA0|SVEP1_MOUSE
isogroup43716	sp|Q15034|HERC3_HUMAN
isogroup43719	sp|A2PYH4|HFM1_HUMAN
isogroup43720	sp|E9QAM5|HELZ2_MOUSE
isogroup43721	sp|Q619T5|RASEF_CAEBR
isogroup43723	sp|O77021|AMYR_DRODO
isogroup43728	sp|Q6R5J2|DISP1_DANRE
isogroup43729	sp|P96709|YDGK_BACSU
isogroup43730	sp|P46578|GOP1_CAEEL
isogroup43731	sp|P11024|NNTM_BOVIN
isogroup43733	sp|D5EV35|AXEA1_PRER2
isogroup437350	sp|Q7RTR2|NLRC3_HUMAN
isogroup43736	sp|Q6NS38|ALKB2_HUMAN
isogroup43737	sp|P04929|HRPX_PLALO
isogroup43738	sp|Q5K8R6|CXT1_CRYNJ
isogroup43739	sp|A1JHR5|RAVA_YERE8
isogroup43740	sp|Q09JZ4|DAAF1_CHLRE
isogroup43744	sp|Q79VC4|PROP_CORGL
isogroup43745	sp|Q8KWM1|SDRI_STASA
isogroup43746	sp|Q13976|KGP1_HUMAN
isogroup437478	sp|P92514|COX3_ARATH
isogroup43748	sp|E2JA31|DDAF_ENTAG
isogroup43749	sp|Q6GQX6|ANKS6_MOUSE
isogroup437516	sp|Q9DBB9|CPN2_MOUSE
isogroup43754	sp|Q8K4D8|AL1A3_RAT
isogroup43756	sp|Q9SMZ4|AASS_ARATH
isogroup43761	sp|Q54BF0|FHKA_DICDI
isogroup43762	sp|Q9ERD9|I23O1_RAT
isogroup43765	sp|Q9D7H3|RTCA_MOUSE
isogroup43766	sp|P18160|SPLA_DICDI
isogroup43768	sp|Q9ZSA2|CDPKL_ARATH
isogroup43769	sp|Q9QXS1|PLEC_MOUSE
isogroup43772	sp|Q5RCP7|CEP76_PONAB
isogroup43773	sp|P09889|PPA5_PIG
isogroup43777	sp|P54147|Y108_SYNY3
isogroup43779	sp|C7GRE4|HFA1_YEAS2
isogroup43781	sp|P35007|SAHH_CATRO
isogroup43782	sp|A0AUS0|WSDU1_DANRE
isogroup43783	sp|O13755|OSM1_SCHPO
isogroup43784	sp|Q9V5L3|C49A1_DROME
isogroup43785	sp|A5D0W6|MUTS2_PELTS
isogroup43787	sp|Q12754|RRP12_YEAST
isogroup43788	sp|Q40300|FCPF_MACPY
isogroup43790	sp|P10964|RPA1_YEAST
isogroup43791	sp|Q12613|GLNA_COLGL
isogroup43794	sp|P25386|USO1_YEAST
isogroup43795	sp|Q04952|FKS3_YEAST
isogroup43797	sp|Q07429|AMTB_BACSU
isogroup43798	sp|P21448|MDR1_CRIGR
isogroup43800	sp|Q6VTH5|RSPH1_CYPCA
isogroup43802	sp|P50021|DNAK2_SYNE7
isogroup43803	sp|Q9ULJ7|ANR50_HUMAN
isogroup43804	sp|Q9C0G6|DYH6_HUMAN
isogroup43805	sp|G5E8K5|ANK3_MOUSE
isogroup43808	sp|P46875|KN14N_ARATH
isogroup43809	sp|A0JM23|NPHP3_XENTR
isogroup43814	sp|O95571|ETHE1_HUMAN
isogroup43815	sp|P59342|BARA_SHIFL
isogroup43818	sp|Q63170|DYH7_RAT
isogroup43822	sp|Q15149|PLEC_HUMAN
isogroup43825	sp|Q8N3C0|ASCC3_HUMAN
isogroup43826	sp|Q14571|ITPR2_HUMAN
isogroup43827	sp|Q15149|PLEC_HUMAN
isogroup43829	sp|P37709|TRHY_RABIT
isogroup43830	sp|P54759|EPHA7_RAT
isogroup43831	sp|Q63120|MRP2_RAT
isogroup43833	sp|A0A0H2URK1|PSRP_STRPN
isogroup43834	sp|Q5F478|ANR44_CHICK
isogroup43835	sp|Q91VW5|GOGA4_MOUSE
isogroup4384	sp|Q8BM89|ARSJ_MOUSE
isogroup43843	sp|Q08972|NEW1_YEAST
isogroup43845	sp|Q27991|MYH10_BOVIN
isogroup43848	sp|Q2PQH8|GDE_CANLF
isogroup43853	sp|O44001|HSP90_EIMTE
isogroup43854	sp|P19515|LIP_RHIMI
isogroup43855	sp|Q93Y01|UBP9_ARATH
isogroup43856	sp|O09452|G3PA_GUITH
isogroup43857	sp|Q02440|MYO5A_CHICK
isogroup43860	sp|Q92824|PCSK5_HUMAN
isogroup43864	sp|Q502K3|ANR52_DANRE
isogroup43865	sp|B5TYT3|CSCL7_ARATH
isogroup43872	sp|Q40412|ABA2_NICPL
isogroup43874	sp|Q9MBF8|DYH1B_CHLRE
isogroup43876	sp|Q00174|LAMA_DROME
isogroup43879	sp|P05659|MYSN_ACACA
isogroup43883	sp|Q7G6K7|FH3_ORYSJ
isogroup43884	sp|P16884|NFH_RAT
isogroup43886	sp|Q27960|NPT2B_BOVIN
isogroup43887	sp|Q63164|DYH1_RAT
isogroup43890	sp|Q9ZGI5|PIKA1_STRVZ
isogroup43892	sp|Q8MTI2|BSL1_TRIVA
isogroup43895	sp|O78516|FTSH_GUITH
isogroup43896	sp|Q43092|SSG1_PEA
isogroup43902	sp|B9U3F2|DISP3_CHICK
isogroup439038	sp|Q25464|FP2_MYTGA
isogroup43908	sp|Q55738|GYRA_SYNY3
isogroup43909	sp|P30924|GLGB_SOLTU
isogroup43910	sp|Q06852|SLAP1_CLOTH
isogroup43911	sp|A0JM12|MEG10_XENTR
isogroup43912	sp|Q4G0P3|HYDIN_HUMAN
isogroup43916	sp|Q63170|DYH7_RAT
isogroup43917	sp|Q06852|SLAP1_CLOTH
isogroup43918	sp|Q0JAW2|SPXM2_ORYSJ
isogroup43919	sp|P02565|MYH1B_CHICK
isogroup43924	sp|B0S6T2|S15A2_DANRE
isogroup43934	sp|Q03131|ERYA1_SACER
isogroup43935	sp|P51874|PCP_SYMSP
isogroup43936	sp|P22513|G3PG_TRYCR
isogroup43938	sp|Q02KR1|PPSA_PSEAB
isogroup43939	sp|D4AZ24|ENG1_ARTBC
isogroup43947	sp|Q22307|DHX9_CAEEL
isogroup43949	sp|Q3BAI2|YCX91_PHAAO
isogroup43955	sp|Q6S6W0|GP2_EHV1V
isogroup43958	sp|Q9FWX7|AB11B_ARATH
isogroup4396	sp|Q642H9|RS4X_DANRE
isogroup43960	sp|Q95AG0|CYF_CHLSU
isogroup43963	sp|Q94IN5|PNO_EUGGR
isogroup439651	sp|Q6URW6|MYH14_MOUSE
isogroup43967	sp|Q86WI1|PKHL1_HUMAN
isogroup43968	sp|Q14674|ESPL1_HUMAN
isogroup43971	sp|Q6Y7W6|GGYF2_HUMAN
isogroup43975	sp|P16884|NFH_RAT
isogroup43976	sp|Q99PV0|PRP8_MOUSE
isogroup43979	sp|A0A0R4IBK5|R213A_DANRE
isogroup43990	sp|Q8WXS8|ATS14_HUMAN
isogroup43992	sp|Q9BGZ0|VP13A_MACFA
isogroup43993	sp|A0JM49|LTN1_XENTR
isogroup43994	sp|Q8BWR4|UBP40_MOUSE
isogroup43999	sp|O80725|AB4B_ARATH
isogroup44002	sp|Q2TGJ1|ZDH18_RAT
isogroup44003	sp|Q5UQK0|YR408_MIMIV
isogroup44004	sp|Q08DV6|ASB3_BOVIN
isogroup44006	sp|Q9EQG6|KDIS_RAT
isogroup4400883	sp|P92514|COX3_ARATH
isogroup44010	sp|Q9TXQ1|TNKS1_CAEEL
isogroup44014	sp|Q9H2D6|TARA_HUMAN
isogroup44021	sp|Q9DBH0|WWP2_MOUSE
isogroup44022	sp|Q4LDE5|SVEP1_HUMAN
isogroup44023	sp|Q4UMH6|Y381_RICFE
isogroup44025	sp|P90519|EF1A_CRYPV
isogroup44028	sp|Q5DU56|NLRC3_MOUSE
isogroup44029	sp|Q01484|ANK2_HUMAN
isogroup44040	sp|Q8GY23|UPL1_ARATH
isogroup44042	sp|Q9LPV5|NRT25_ARATH
isogroup44045	sp|Q98FL2|PSTS_RHILO
isogroup44046	sp|O09452|G3PA_GUITH
isogroup44049	sp|P9WQE3|PPSD_MYCTU
isogroup44050	sp|Q502K3|ANR52_DANRE
isogroup44051	sp|Q6C2X0|KAPR_YARLI
isogroup44054	sp|Q67WQ7|GLO13_ORYSJ
isogroup44055	sp|Q9M1K5|ZDH13_ARATH
