isogroup1000	Q9P974
isogroup38961	O48741
isogroup38962	Q7PWV1
isogroup38965	Q99956
isogroup38967	O15865
isogroup38968	P0CG61
isogroup38969	A4IJ21
isogroup38970	A0A067XMP1
isogroup38971	O28325
isogroup38972	Q7WQA0
isogroup38974	Q92400
isogroup38977	Q5E9T1
isogroup38980	P12007
isogroup38981	Q9ZU34
isogroup38983	Q4R6X9
isogroup38986	Q9EP71
isogroup38987	Q8TJK1
isogroup38989	D5EV35
isogroup38990	Q8YTC2
isogroup38991	Q9AYT5
isogroup38992	Q54I71
isogroup38993	P81439
isogroup38994	A9LIW2
isogroup38995	Q9SYL0
isogroup38996	A0AUS0
isogroup39000	Q9JI55
isogroup39001	Q89PW2
isogroup39002	Q90W04
isogroup39007	Q9R053
isogroup39011	Q24276
isogroup39012	P51659
isogroup39013	Q60BQ2
isogroup39015	P25997
isogroup39017	Q872S3
isogroup39020	Q9SR00
isogroup39025	Q8H569
isogroup39027	Q9FL12
isogroup39028	D2Z027
isogroup39029	O70507
isogroup39031	Q1GNC0
isogroup39032	Q9SA52
isogroup39036	Q9FRL8
isogroup39037	Q84XB6
isogroup39041	A3KQA5
isogroup39045	Q9H5Z1
isogroup39046	Q86Y82
isogroup39047	Q8C7E9
isogroup39049	P11883
isogroup39050	O70439
isogroup39051	Q9Y5B8
isogroup39052	P17786
isogroup39053	Q96I24
isogroup39058	Q94EI9
isogroup39062	Q9BPL7
isogroup39063	O75808
isogroup39064	Q9VIE6
isogroup39067	Q86KR9
isogroup39069	B0E2U2
isogroup39072	Q76PD2
isogroup39073	Q05973
isogroup39075	Q8BJ56
isogroup39076	Q7G188
isogroup39077	Q9LYJ9
isogroup39078	Q54MH3
isogroup39079	Q9LMT1
isogroup39080	Q9T079
isogroup39081	Q606D6
isogroup39082	P10587
isogroup39084	Q8LA32
isogroup39087	P0C1J3
isogroup39088	Q91V24
isogroup39089	Q13277
isogroup39090	P54113
isogroup39093	Q4L208
isogroup39094	Q8BG40
isogroup39100	Q6NZL8
isogroup39102	Q23525
isogroup39104	P34117
isogroup39105	B9FTR1
isogroup39106	Q9LUJ4
isogroup39109	Q8R3N1
isogroup39110	P43644
isogroup39112	Q54R82
isogroup39113	Q00526
isogroup39115	O88457
isogroup39116	P43394
isogroup39117	Q9UKX3
isogroup39120	Q86W24
isogroup39122	Q8GYX8
isogroup39126	Q42564
isogroup39127	Q5UPG5
isogroup39128	Q6P9G0
isogroup39130	B2RS91
isogroup39135	Q91ZT7
isogroup39138	O15440
isogroup39140	Q8TFG9
isogroup39142	P35125
isogroup39143	P0CR52
isogroup39144	Q50EK3
isogroup39146	Q8BZ25
isogroup39150	Q9C196
isogroup39151	P04414
isogroup39153	Q0VAA2
isogroup39155	O24163
isogroup39156	Q9V2G1
isogroup39160	P46822
isogroup39163	O43374
isogroup39164	P30427
isogroup39165	Q4GZT3
isogroup39167	B9FKW9
isogroup39169	P43783
isogroup39170	Q539E5
isogroup39171	Q93VQ0
isogroup39172	Q80YX1
isogroup39173	Q93VM9
isogroup39174	Q07283
isogroup39175	Q6EN45
isogroup39177	P40761
isogroup39181	Q5SPC5
isogroup39182	P53041
isogroup39184	O42248
isogroup39185	Q92177
isogroup39187	B0V9Q9
isogroup39188	Q07292
isogroup39189	Q90YS3
isogroup39192	Q8RWL2
isogroup39193	Q9XFG3
isogroup39198	Q6NUB3
isogroup39201	Q54QQ0
isogroup39210	O42653
isogroup39212	Q9UKX3
isogroup39216	Q96AY4
isogroup39217	Q84XI3
isogroup39218	Q6BH13
isogroup39223	P9WQE3
isogroup39225	Q5REB1
isogroup39226	Q9FJT9
isogroup39228	Q8WQI5
isogroup39230	Q84QU8
isogroup39232	Q99NH0
isogroup39234	Q9LTX4
isogroup39235	Q8VZE7
isogroup39238	Q6P4S2
isogroup39242	Q5X9Q9
isogroup39244	P22793
isogroup39247	Q3MAV9
isogroup39251	Q99105
isogroup39255	Q9C4M5
isogroup39257	Q9SJU5
isogroup39267	P60409
isogroup39272	O95571
isogroup39273	P94400
isogroup39275	Q05048
isogroup39276	Q9QB93
isogroup39283	P0C605
isogroup39284	Q9NV96
isogroup39285	A8XMW6
isogroup39286	P37747
isogroup39287	Q8CWR6
isogroup39288	Q6PEH9
isogroup39289	Q6DGF5
isogroup39290	Q8TFH0
isogroup39293	Q7XIM0
isogroup39296	Q06FV3
isogroup39299	Q55EQ3
isogroup39303	G5E8K5
isogroup39305	A2Y8E0
isogroup39307	P76481
isogroup39310	Q58DR2
isogroup39311	Q09676
isogroup39316	P39864
isogroup39317	Q9VR91
isogroup39318	Q41093
isogroup39319	Q9P3T7
isogroup39321	Q8TGM5
isogroup39322	P31787
isogroup39325	Q7ZYD5
isogroup39328	Q9SV68
isogroup39329	Q9XQV3
isogroup39336	Q6NXM2
isogroup39337	Q54U31
isogroup39340	Q05973
isogroup39347	Q9LRE6
isogroup39348	Q96M86
isogroup39349	Q12613
isogroup39350	O76329
isogroup39352	Q9LTV6
isogroup39353	P22630
isogroup39354	A4XVG2
isogroup39355	Q9SYQ1
isogroup39357	P47198
isogroup39358	Q8YTC2
isogroup39359	Q9LJX4
isogroup39363	Q1GT24
isogroup39364	Q5N863
isogroup39368	Q99323
isogroup39369	Q9ULJ7
isogroup39371	Q54J34
isogroup39372	Q6PF54
isogroup39373	B2HLJ5
isogroup39379	P55390
isogroup39382	Q8H113
isogroup39390	Q2YDP8
isogroup39392	Q8MK48
isogroup39393	Q9HGM9
isogroup39394	Q38898
isogroup39396	P0CAZ0
isogroup394	Q56YP2
isogroup39400	Q6P158
isogroup39401	A0QSH4
isogroup39402	Q8W036
isogroup39404	Q0V7R1
isogroup39406	O95714
isogroup39408	Q6BIK6
isogroup39409	Q9EPI9
isogroup39414	Q96I24
isogroup39415	O60840
isogroup39416	Q4WM08
isogroup39418	Q9XGY6
isogroup39419	A7MBI7
isogroup39422	P12847
isogroup39423	Q9Y7Q6
isogroup39424	Q2QX01
isogroup39426	Q9SSM2
isogroup39428	Q3U3V8
isogroup39429	O35231
isogroup39430	P09889
isogroup39431	Q80SY5
isogroup39432	A1L4X0
isogroup39435	Q197C5
isogroup39436	Q6DC39
isogroup39438	O34539
isogroup39439	O04034
isogroup39440	Q6ZI17
isogroup39444	F4JTS8
isogroup39446	Q797A7
isogroup39447	P28023
isogroup39448	P97440
isogroup39449	Q949Y0
isogroup39452	Q9P1Y6
isogroup39453	Q54I71
isogroup39454	P46934
isogroup39458	Q54BF6
isogroup39460	Q54KD5
isogroup39464	Q11083
isogroup39467	Q9CAR7
isogroup39472	Q52T38
isogroup39476	Q9CPV4
isogroup39478	Q8CJ40
isogroup39482	A0T2M3
isogroup39483	Q15582
isogroup39488	O70496
isogroup39489	Q9M8Z7
isogroup39490	Q99L04
isogroup39491	O22609
isogroup39492	Q6NZP1
isogroup39493	Q6ITT3
isogroup39496	Q9R053
isogroup39498	Q6ZVH7
isogroup39501	F4J9M5
isogroup39504	F4HWL4
isogroup39506	Q96FG2
isogroup39508	Q96RW7
isogroup39509	Q8H1D9
isogroup39510	Q9ER30
isogroup39514	Q55CL6
isogroup39516	Q20JQ7
isogroup39521	Q5E9F2
isogroup39525	P59280
isogroup39528	P33324
isogroup39529	P93759
isogroup39531	O54898
isogroup39532	P0C152
isogroup39544	B8F7S3
isogroup39546	P19485
isogroup39549	Q5UQE9
isogroup39550	O60884
isogroup39552	P17439
isogroup39556	Q4V891
isogroup39559	Q1D063
isogroup39560	Q9VBP3
isogroup39564	Q42396
isogroup39565	O14830
isogroup39566	Q8TET4
isogroup39568	Q8NQ52
isogroup39569	Q54DW2
isogroup39572	Q8BWA5
isogroup39573	P21964
isogroup39574	Q9JLG8
isogroup39575	Q0JHZ2
isogroup39576	Q9Y871
isogroup39578	Q58CQ9
isogroup39580	O64624
isogroup39583	O94432
isogroup39584	O07399
isogroup39586	Q05152
isogroup39587	Q6Q1P4
isogroup39588	Q8Q0U0
isogroup39589	Q9ES70
isogroup39590	Q9FGC7
isogroup39593	Q91ZR5
isogroup39595	Q9SR15
isogroup39596	Q9DBK0
isogroup39597	Q9VTW2
isogroup39599	A8I4E9
isogroup39601	P02750
isogroup39604	O64489
isogroup39606	P09437
isogroup39610	Q2QVG8
isogroup39611	Q28GQ2
isogroup39612	Q9FIQ0
isogroup39614	Q8L844
isogroup39615	Q55GC7
isogroup39616	C9D7C2
isogroup39617	Q9HCH3
isogroup39618	Q0UWA6
isogroup39619	P08524
isogroup39623	O95551
isogroup39625	Q6ZFZ4
isogroup39626	P02589
isogroup39627	Q8VE97
isogroup39630	Q8BL66
isogroup39632	Q8BTW9
isogroup39633	Q9I7T7
isogroup39635	Q9EPB1
isogroup39636	Q39610
isogroup39637	Q6AXS0
isogroup39638	Q9USW3
isogroup39643	P25386
isogroup39646	Q9DBT9
isogroup39653	O04469
isogroup39655	Q84WV9
isogroup39656	B7K335
isogroup39657	Q9D309
isogroup39660	Q5TUF1
isogroup39663	Q52353
isogroup39666	B1AZ99
isogroup39668	Q9ZCN5
isogroup39675	Q5JKB0
isogroup39677	Q184M8
isogroup39679	P50430
isogroup39681	P20749
isogroup39682	Q9VBP3
isogroup39683	Q5F485
isogroup39684	A7NS27
isogroup39686	Q5Z9E2
isogroup39688	Q80VL1
isogroup39691	A8ISN6
isogroup39692	P49215
isogroup39694	Q9JKA8
isogroup39697	Q7XZU3
isogroup39698	A8QL51
isogroup39699	Q9QR71
isogroup39701	Q84M96
isogroup39703	Q75C39
isogroup39704	Q9CAN5
isogroup39705	Q9QR71
isogroup39707	P72622
isogroup39709	Q2GAU7
isogroup3971	P21727
isogroup39713	Q7S8V3
isogroup39714	Q9ZU51
isogroup39715	Q8LF05
isogroup39716	A1L0Y2
isogroup39717	Q9I829
isogroup39720	P21369
isogroup39723	F4HRJ4
isogroup39727	P28741
isogroup39729	Q96I24
isogroup39733	Q8IV77
isogroup39734	Q6GLK6
isogroup39735	Q78EJ9
isogroup39739	Q9ZW12
isogroup39740	A0A1B0GV03
isogroup39743	Q06852
isogroup39745	Q6NLQ6
isogroup39746	Q7Z406
isogroup39748	Q9UL51
isogroup39749	Q21268
isogroup39750	Q94JV5
isogroup39755	P21137
isogroup39759	Q23716
isogroup39761	Q96RW7
isogroup39762	Q5UPD4
isogroup39763	Q6PFX9
isogroup39764	P05370
isogroup39765	Q62010
isogroup39767	Q9USW3
isogroup39768	Q8XNV1
isogroup39770	O13755
isogroup39772	O73955
isogroup39773	Q46289
isogroup39774	Q6P2P2
isogroup39776	Q9FMD3
isogroup39777	Q9H9B1
isogroup3978	Q2RMD6
isogroup39781	Q05AQ3
isogroup39782	Q8VZM5
isogroup39784	P98068
isogroup39786	P36914
isogroup39787	Q5M7N9
isogroup39790	Q6DIP9
isogroup39794	Q9EPK2
isogroup39795	Q5R4A6
isogroup39796	A8MWY0
isogroup39797	Q2M3R5
isogroup39799	P35732
isogroup39800	P16884
isogroup39801	P55925
isogroup39802	Q02318
isogroup39805	P37709
isogroup39806	Q9U280
isogroup39808	O59790
isogroup39809	Q3UYR4
isogroup39818	Q9SHZ1
isogroup39819	Q9SJA1
isogroup39820	Q09764
isogroup39824	P15381
isogroup39825	Q59754
isogroup39828	O42881
isogroup39829	P0AB73
isogroup39831	O67716
isogroup39832	P51564
isogroup39833	O04308
isogroup39838	Q60603
isogroup39841	Q9FE17
isogroup39843	Q5KWK2
isogroup39844	Q43469
isogroup39845	Q6C2Y6
isogroup39846	Q5REB9
isogroup39847	P15916
isogroup39848	Q8CHB8
isogroup39850	Q32TF8
isogroup39856	Q5YLM1
isogroup39862	Q5UPT4
isogroup39863	A7PQS0
isogroup39866	A1L1P9
isogroup39867	Q863A4
isogroup39870	Q7XJE6
isogroup39872	Q9SF40
isogroup39873	O34724
isogroup39877	Q0VAX3
isogroup39881	Q6DC39
isogroup39882	P22792
isogroup39886	P57772
isogroup39889	Q55190
isogroup39890	Q9W0Y8
isogroup39893	Q5ENN5
isogroup39896	P08799
isogroup39897	A9NUH8
isogroup39900	Q6P829
isogroup39901	Q9FJ74
isogroup39902	Q9Y3Q4
isogroup39904	Q9DBU5
isogroup39905	Q9FJL3
isogroup39906	P51281
isogroup39912	Q8I615
isogroup39914	A1L1P9
isogroup39916	A0A0H2URK1
isogroup39917	Q96BI1
isogroup39918	Q9STL4
isogroup39919	Q96A72
isogroup39921	Q84WK4
isogroup39922	Q7TPV2
isogroup39924	Q9C671
isogroup39930	Q0IJ20
isogroup39934	Q9QXS1
isogroup39935	P40761
isogroup39936	P35600
isogroup39937	P41352
isogroup39941	P0C6B8
isogroup39942	P87055
isogroup39943	P11915
isogroup39945	Q6NQE2
isogroup39946	Q9LYN7
isogroup39949	Q69TY4
isogroup39950	Q1JP61
isogroup39952	Q9JKA9
isogroup39953	P54677
isogroup39954	P38661
isogroup39955	Q9JKA8
isogroup39958	O64642
isogroup39962	Q21C27
isogroup39967	Q7RTR2
isogroup39969	P07463
isogroup39970	A8LVF4
isogroup39971	Q66GP9
isogroup39972	Q4KMK0
isogroup39977	Q5T655
isogroup39980	Q9FN03
isogroup39981	B8Y6I0
isogroup39982	Q2S1V4
isogroup39984	P34102
isogroup39985	C0LGV0
isogroup39987	P42525
isogroup39989	P0C6F1
isogroup39992	Q11083
isogroup39994	Q9M8S6
isogroup39995	Q9T034
isogroup39998	P06565
isogroup400	Q92368
isogroup40001	Q92383
isogroup40002	O94654
isogroup40004	Q4LDE5
isogroup40006	O69060
isogroup40008	O12944
isogroup40009	Q9NQL2
isogroup40010	A4XD40
isogroup40011	Q8N0Z6
isogroup40012	F1RA39
isogroup40013	O54853
isogroup40014	Q5T7B8
isogroup40015	P42042
isogroup40016	Q2NCA3
isogroup40018	Q00174
isogroup40020	Q9FYK2
isogroup40021	Q8H0W0
isogroup40022	Q28371
isogroup40024	O65278
isogroup40027	O88502
isogroup40031	Q99PF5
isogroup40035	Q2QPW1
isogroup40036	Q92953
isogroup40038	Q9SHG0
isogroup40040	P24821
isogroup40042	Q9SX33
isogroup40048	Q8H8N3
isogroup40053	F4KCC2
isogroup40056	Q1PFH8
isogroup40057	A3KMI0
isogroup40061	Q2H334
isogroup40063	Q9RKB5
isogroup40069	Q9LU44
isogroup40074	Q8RVL1
isogroup40077	B9U3F2
isogroup40078	Q5ZL00
isogroup40079	P21797
isogroup40086	Q54EQ8
isogroup40088	Q9C9Z1
isogroup40091	P24733
isogroup40092	Q84KJ5
isogroup40094	Q8BZ25
isogroup40096	Q7XJ96
isogroup40100	Q8R173
isogroup40102	P25323
isogroup40104	Q03363
isogroup40106	Q8KN33
isogroup40108	P33173
isogroup40109	Q8N8S7
isogroup4011	Q84ZD2
isogroup40110	Q55BJ6
isogroup40115	P14091
isogroup40116	Q5QM84
isogroup40117	Q0P4M4
isogroup40121	Q5S006
isogroup40122	Q60367
isogroup40123	Q9SR44
isogroup40124	P16157
isogroup40126	P11275
isogroup40127	Q9Y0H4
isogroup40132	Q9LPC5
isogroup40133	Q12797
isogroup40136	Q9R053
isogroup40137	P0CQ67
isogroup40139	B9KAB9
isogroup4014	P36590
isogroup40144	Q55BK0
isogroup40147	Q55BM1
isogroup40148	Q9SL76
isogroup40150	Q01238
isogroup40151	P55112
isogroup40152	Q0PAS0
isogroup40153	P54739
isogroup40154	Q9BRV3
isogroup40155	F4JZY1
isogroup40157	O97860
isogroup40158	P16100
isogroup40159	A1A5G6
isogroup40161	Q43128
isogroup40162	P17859
isogroup40163	Q4L9P0
isogroup40164	P55038
isogroup40165	P38680
isogroup40166	Q5A1M4
isogroup40169	Q96I24
isogroup40171	P30638
isogroup40173	A6GZ96
isogroup40177	Q7F0J0
isogroup40178	P28668
isogroup40181	P09204
isogroup40182	Q9WUM3
isogroup40184	Q0JKD0
isogroup40186	Q8BTI7
isogroup40187	Q07116
isogroup40188	P0C0T2
isogroup40189	F4IAT2
isogroup40190	Q91ZG2
isogroup40191	Q6BNU7
isogroup40193	A7SDW5
isogroup40196	P34712
isogroup40197	Q9GPM4
isogroup40202	O08759
isogroup40203	Q86TD4
isogroup40204	Q9P0X4
isogroup40205	P49075
isogroup40207	Q55FV8
isogroup40209	P09108
isogroup40211	Q65XS5
isogroup40214	Q7RTR2
isogroup40215	B3QVL0
isogroup40217	Q3AGT0
isogroup40219	Q07617
isogroup4022	P02598
isogroup40220	P72188
isogroup40221	Q55774
isogroup40223	Q7Z9L3
isogroup40224	Q8H136
isogroup40228	Q0JB88
isogroup40229	Q38931
isogroup40238	P04801
isogroup40239	Q2XVR3
isogroup4024	Q4WSI1
isogroup40242	Q8BHB0
isogroup40243	P12853
isogroup40245	O74946
isogroup40246	Q9D7V9
isogroup40248	Q502K3
isogroup40249	A4IG53
isogroup40251	Q03149
isogroup40256	Q43207
isogroup40257	O15865
isogroup40259	B0UXS1
isogroup40260	P02566
isogroup40261	E1C656
isogroup40263	P21187
isogroup40264	Q9SRH6
isogroup40267	A0A024SH76
isogroup40269	Q7D745
isogroup40270	Q9JMB7
isogroup40271	Q25BW5
isogroup40274	Q5BJT1
isogroup40278	P35668
isogroup40279	Q94AM1
isogroup40280	P19485
isogroup40281	Q8HYZ1
isogroup40284	Q8IYG6
isogroup40285	F4JCQ3
isogroup40286	P70789
isogroup40293	Q9C8M1
isogroup40298	Q92887
isogroup40299	Q8CWK7
isogroup40301	Q9SLN8
isogroup40302	Q811U3
isogroup40305	F4ISQ7
isogroup40306	O07610
isogroup40308	P22696
isogroup40309	P45623
isogroup40310	Q5R978
isogroup40313	Q9VX39
isogroup40314	P56558
isogroup40316	A0QP18
isogroup40317	Q54GN2
isogroup40320	Q6NZW0
isogroup40321	Q3ED68
isogroup40325	O22197
isogroup40328	P35580
isogroup40330	Q9R053
isogroup40331	P30187
isogroup40333	Q3T0I2
isogroup40335	Q8IUF1
isogroup40336	P14002
isogroup40338	P31209
isogroup40341	O35231
isogroup40342	Q8W1Y3
isogroup40343	Q5RE15
isogroup40346	O34539
isogroup40347	Q6GPV5
isogroup40350	Q8H0S9
isogroup40352	Q43468
isogroup40356	Q55DA0
isogroup40357	P0CS66
isogroup40358	Q5RA75
isogroup40361	Q00248
isogroup40363	P0DKH3
isogroup40365	B0CFQ6
isogroup40366	Q96P56
isogroup40368	P09889
isogroup40369	O55017
isogroup40370	Q8BJL0
isogroup40371	Q9SNV9
isogroup40374	Q59754
isogroup40379	Q8F641
isogroup40381	Q2S030
isogroup40385	Q502K3
isogroup40386	Q6GL10
isogroup40391	B9DGY1
isogroup40392	G0S8G9
isogroup40393	P84339
isogroup40394	B2ZFP3
isogroup40395	Q6LPK6
isogroup40396	Q8MTI2
isogroup40397	O08710
isogroup40398	O15027
isogroup40399	P08640
isogroup40402	P37610
isogroup40403	Q8VDD5
isogroup40407	Q9TTK6
isogroup40409	Q9UQ05
isogroup40410	Q8VC10
isogroup40411	A0T0C6
isogroup40414	Q7ZVT3
isogroup40415	O31853
isogroup40416	P14002
isogroup40419	Q6P587
isogroup40421	Q9FMP5
isogroup40423	P0AA40
isogroup40424	A2BGR3
isogroup40425	P46409
isogroup40426	Q52I78
isogroup40429	Q5T4D3
isogroup4043	Q6BRE4
isogroup40430	Q6NNP0
isogroup40432	P15735
isogroup40433	Q9M2T9
isogroup40435	P87023
isogroup40436	D3Z3K2
isogroup40437	Q9FJ55
isogroup40441	Q10G81
isogroup40444	O42395
isogroup40446	Q9FMF7
isogroup40448	O42643
isogroup40449	O06179
isogroup40450	Q23917
isogroup40455	P43524
isogroup40456	Q8VZ40
isogroup40458	B5XYH9
isogroup40460	Q9ULJ7
isogroup40461	Q84L08
isogroup40462	Q6P256
isogroup40463	O42398
isogroup40464	Q803A6
isogroup40465	O86365
isogroup40466	Q9VR91
isogroup40473	Q5R476
isogroup40475	Q8C8R3
isogroup40476	P9WQE5
isogroup40477	Q8R3I3
isogroup40479	P26300
isogroup40482	G2NFJ9
isogroup40484	Q9V778
isogroup40487	P31209
isogroup40488	Q9M354
isogroup40493	O64380
isogroup40495	Q9SFB5
isogroup40496	Q9SA18
isogroup40497	Q23TC2
isogroup40500	Q9CZX2
isogroup40501	P58340
isogroup40502	Q0EEE2
isogroup40503	P45510
isogroup40504	P04929
isogroup40505	Q9URY3
isogroup40507	Q55EQ3
isogroup40508	A9RBS1
isogroup40512	Q55EQ3
isogroup40513	G4SLH0
isogroup40515	Q8CIE4
isogroup40516	Q6P2Y2
isogroup40520	P40806
isogroup40525	Q66PY1
isogroup40528	Q15149
isogroup40530	Q6DFV6
isogroup40531	P26294
isogroup40533	Q15149
isogroup40534	P31568
isogroup40535	P62243
isogroup40536	Q8N7Z5
isogroup40538	Q4H2R2
isogroup40539	Q6TU48
isogroup40540	P79781
isogroup40542	Q8YSU5
isogroup40544	Q4V3B8
isogroup40546	Q55EQ3
isogroup40548	A5CZ28
isogroup40550	Q9BYQ5
isogroup40552	Q5RFT1
isogroup40557	Q3UES3
isogroup40558	Q67NG0
isogroup40559	Q9AJU2
isogroup40565	A6QP05
isogroup40566	P19123
isogroup40567	P11915
isogroup40568	P52274
isogroup40569	Q6H6D2
isogroup40571	Q9C9K5
isogroup40573	P9WQE7
isogroup40574	O05402
isogroup40576	P06660
isogroup40580	P55738
isogroup40583	P47980
isogroup40584	Q9EQG6
isogroup40586	Q9LTW0
isogroup40587	Q6JDV7
isogroup40588	Q8NSH9
isogroup40590	Q60603
isogroup40592	Q4ULP1
isogroup40594	Q9FVQ4
isogroup40595	Q5F3X4
isogroup40597	P13686
isogroup40598	Q9SCX5
isogroup40601	P47788
isogroup40602	Q8MTI2
isogroup40603	P58905
isogroup40606	Q75B50
isogroup40608	Q9P0X4
isogroup40609	F4KIA8
isogroup40610	P54282
isogroup40613	Q05860
isogroup40615	Q1QZ83
isogroup40616	Q7MGG3
isogroup40617	Q5M7N9
isogroup40619	Q83RI9
isogroup40621	Q2KI89
isogroup40623	Q4V8U5
isogroup40624	Q75M35
isogroup40626	Q8MSS1
isogroup40627	Q69TN4
isogroup40629	Q07538
isogroup4063	Q50KB1
isogroup40631	F4KGU4
isogroup40634	Q69NK8
isogroup40636	P14198
isogroup40641	P07463
isogroup40643	Q7SY24
isogroup40646	Q9JLG8
isogroup40647	Q9Y6F1
isogroup40648	P19485
isogroup40649	A8CVX7
isogroup40650	P09205
isogroup40652	Q5F361
isogroup40653	Q4U2R1
isogroup40654	Q8H0T9
isogroup40659	Q81BF4
isogroup40662	O10341
isogroup40668	P39935
isogroup406690	Q38998
isogroup40671	Q41093
isogroup40673	G5EFJ9
isogroup40674	Q5ZID2
isogroup40676	Q8GYT9
isogroup40679	A1ZAJ2
isogroup40680	F4JMJ1
isogroup40682	Q5UQE9
isogroup40683	Q9P0K7
isogroup40684	P19485
isogroup40685	P44895
isogroup40686	Q93TJ5
isogroup40687	Q38813
isogroup40688	Q6AU07
isogroup40689	Q9ULJ7
isogroup40692	Q5UP23
isogroup40693	Q8C1B2
isogroup40697	Q9XT62
isogroup40698	Q07G42
isogroup40699	P36062
isogroup40701	Q9VBP3
isogroup40703	Q6VGS5
isogroup40707	F1R4U0
isogroup40709	A0R0B0
isogroup40710	Q924M7
isogroup40711	Q9SJY5
isogroup40712	Q38998
isogroup40713	B2FMD6
isogroup40714	P27514
isogroup40719	Q9FF46
isogroup40720	Q06852
isogroup40723	P22274
isogroup40726	F4IUX6
isogroup40727	Q4P331
isogroup40728	O23247
isogroup40729	Q67K79
isogroup40730	P14002
isogroup40731	Q7M6Z4
isogroup40732	Q9FGD7
isogroup40733	Q5M7N9
isogroup40735	Q8L7L0
isogroup40738	Q75BY0
isogroup40742	O22040
isogroup40746	Q9NWT6
isogroup40748	Q98ST7
isogroup40749	O54852
isogroup40750	A0A179HKZ8
isogroup40751	Q9P7P0
isogroup40754	Q96RW7
isogroup40755	Q9VCA8
isogroup40757	Q05344
isogroup40761	Q3UD82
isogroup40763	Q3ECK2
isogroup40764	P83436
isogroup40767	Q9NES8
isogroup40770	Q2S030
isogroup40773	Q2PC93
isogroup40774	Q5SND2
isogroup40776	Q7RJG2
isogroup40779	Q8LBL1
isogroup40780	Q6AXB2
isogroup40785	O22928
isogroup40786	Q9XIE6
isogroup40787	Q9LYS6
isogroup40788	Q8CG09
isogroup40791	G5EFJ9
isogroup40794	Q9SR52
isogroup40795	B2IZD3
isogroup40796	Q6NVR9
isogroup40797	P9WIE1
isogroup40798	Q9LYZ9
isogroup40803	P60040
isogroup40808	G0S7B6
isogroup40810	Q6QIY3
isogroup40811	Q6NRS1
isogroup40814	Q40554
isogroup40815	A6N6J5
isogroup40816	Q55680
isogroup40817	Q84WJ2
isogroup40818	Q8IUL8
isogroup40819	Q06852
isogroup40823	Q5ZLP8
isogroup40825	Q24278
isogroup40826	Q2XVR5
isogroup40827	Q09788
isogroup40828	Q5XF79
isogroup40829	Q8TGM6
isogroup40830	Q05746
isogroup40837	A4IJ21
isogroup40841	P11024
isogroup40843	Q8C1B2
isogroup40844	Q6GIU7
isogroup40846	Q55863
isogroup40847	Q6NYK8
isogroup40849	Q9HGM9
isogroup40850	P52948
isogroup40852	Q9VN25
isogroup40853	Q709C8
isogroup40855	O18404
isogroup40857	Q90WU3
isogroup40859	P25782
isogroup40860	A2A4P0
isogroup40863	P10770
isogroup40864	Q1LWG4
isogroup40866	Q7K4W1
isogroup40867	L0N7N1
isogroup40868	Q9JLC8
isogroup40869	Q01238
isogroup40870	Q04960
isogroup40871	Q64343
isogroup40872	Q9UTR6
isogroup40875	A7MB73
isogroup40877	Q91437
isogroup40878	Q8F6C0
isogroup40881	Q0KBD2
isogroup40883	Q55190
isogroup408840	C0LGQ9
isogroup40885	Q8K203
isogroup40886	Q7RTR2
isogroup40887	A5FMP6
isogroup40888	P32023
isogroup40889	P0CT78
isogroup40891	Q8VXP3
isogroup40897	P24268
isogroup40898	Q8VZM1
isogroup40899	P33449
isogroup40903	P00883
isogroup40905	Q8NCG7
isogroup40907	Q4QQS3
isogroup40908	Q3SFS4
isogroup40910	P26882
isogroup40913	Q61410
isogroup40914	Q8S1Y9
isogroup40915	Q9LV03
isogroup40917	Q8N9W4
isogroup40920	P26583
isogroup40921	Q5M755
isogroup40924	Q10227
isogroup40925	Q6UPR8
isogroup40926	Q57772
isogroup40927	Q7XJJ7
isogroup40930	Q8WN98
isogroup40932	O22609
isogroup40933	Q6NW58
isogroup40934	Q9D9X6
isogroup40935	Q04195
isogroup40936	Q8L725
isogroup40938	P47973
isogroup40940	Q9XZP2
isogroup40941	A2CES0
isogroup40943	P38344
isogroup40946	Q8DKI1
isogroup40947	H2KZK4
isogroup40948	Q9FYK2
isogroup40951	Q56Y85
isogroup40952	Q54JE4
isogroup40960	Q9SKZ5
isogroup40961	B4LDJ6
isogroup40963	P54282
isogroup40964	P44910
isogroup40965	Q7RAV5
isogroup40967	Q9USW3
isogroup40969	P08635
isogroup40970	F4JS25
isogroup40972	P0DKC4
isogroup40973	Q9X2F4
isogroup40975	Q7RTR2
isogroup40976	Q8WXW3
isogroup40977	O49717
isogroup40978	O35815
isogroup40979	P9WQE7
isogroup40980	Q4GZT3
isogroup40982	Q7ZV90
isogroup40984	D4Z909
isogroup40985	Q9FPS9
isogroup40986	Q8VZE7
isogroup40989	O95714
isogroup40994	Q922J3
isogroup41000	O82797
isogroup41001	P0CM30
isogroup41003	Q9HGN1
isogroup41004	D4AD53
isogroup41007	Q55863
isogroup41011	Q8W855
isogroup41015	P94547
isogroup41017	Q5GLZ8
isogroup41018	Q9SIC9
isogroup41019	Q6DC39
isogroup41020	P16884
isogroup41021	Q9FYJ2
isogroup41022	Q8LQ36
isogroup41025	O65201
isogroup41026	O15865
isogroup41027	Q9C0Y8
isogroup41028	Q1HR36
isogroup41029	Q9LJX8
isogroup41033	Q15075
isogroup41036	Q96SE0
